CUR,PDT,TOA,RPB
0.010129487179487178,-6.0,7901.0,-0.5
0.73605,6.0,88326.0,1.0
0.004875,-10.5,2340.0,-1.0
0.18862083333333332,21.0,362152.0,2.0
0.022020833333333333,-7.5,26425.0,-1.0
0.0031689655172413792,-7.0,5514.0,-0.5
0.06970539215686274,-10.5,142199.0,-1.0
0.8444,4.0,101328.0,0.0
0.48468666666666665,-3.0,145406.0,-0.5
0.00097,-10.5,1746.0,-1.0
0.828811111111111,0.0,149186.0,0.0
0.0,-12.0,0.0,-0.5
0.21802234042553192,0.0,614823.0,0.0
0.13652916666666667,-0.5,294903.0,0.0
0.39879444444444445,0.0,143566.0,0.0
0.29206333333333334,4.0,700952.0,0.0
0.5916633333333333,0.0,177499.0,0.0
0.6948052083333333,0.0,667013.0,0.0
0.001625,-3.0,3510.0,-1.0
0.032940625,-0.5,31623.0,0.0
0.2904282051282051,-3.0,226534.0,0.0
0.5109083333333333,12.0,61309.0,2.0
0.7184725,21.0,862167.0,2.0
0.009142857142857144,-8.5,15360.0,-1.0
0.005925,-21.0,3555.0,-2.0
0.004335416666666666,-11.0,4162.0,-1.0
0.5495527777777778,0.0,197839.0,0.0
0.6568814814814815,0.0,354716.0,0.0
0.027064814814814816,-10.0,58460.0,-1.0
0.5326788888888888,0.0,479411.0,0.0
0.2793133333333333,0.0,83794.0,0.0
0.7768083333333333,-0.5,93217.0,0.0
0.01628452380952381,-21.0,13679.0,-2.0
0.058158771929824556,-13.0,132602.0,-2.0
0.9586857638888889,5.0,2761015.0,0.0
0.6845533333333332,0.0,205366.0,0.0
0.9501055555555556,20.0,342038.0,2.0
0.07645,-15.0,32109.0,-1.0
0.03721875,-10.5,17865.0,-1.0
0.005231904761904762,-10.5,10987.0,-1.0
0.872997435897436,-3.0,680938.0,0.0
-0.0002861111111111111,-12.0,-618.0,-0.5
0.32302020202020204,4.0,639580.0,0.0
0.3104633333333333,4.0,93139.0,0.0
0.5089333333333333,21.5,855008.0,2.0
0.5586433333333334,0.0,335186.0,0.0
0.39703333333333335,0.0,119110.0,0.0
0.6536666666666666,6.0,117660.0,0.5
0.005177777777777778,-10.5,7456.0,-1.0
0.20629583333333334,6.0,99022.0,1.0
0.029928333333333335,-10.5,71828.0,-1.0
0.14562708333333332,-1.5,209703.0,0.0
0.9674833333333333,22.5,290245.0,2.0
0.0,-12.0,0.0,-0.5
0.0,-12.0,0.0,-0.5
0.8744827956989248,6.0,1626538.0,1.0
0.9341666666666666,0.0,112100.0,0.0
0.0,-12.0,0.0,-0.5
0.5147375,0.0,617685.0,0.0
0.6193351851851852,0.0,668882.0,0.0
0.10182666666666666,0.0,30548.0,0.0
0.7336805555555556,18.0,264125.0,2.5
0.1820888888888889,-10.5,32776.0,-0.5
0.007832638888888889,-2.0,11279.0,0.0
0.5356789682539682,0.0,1349911.0,0.0
0.6915742424242424,0.0,1369317.0,0.0
0.686011111111111,0.0,123482.0,0.0
0.053963888888888895,6.0,77708.0,0.0
0.15647666666666665,0.0,140829.0,0.0
0.03433015873015873,0.0,43256.0,0.0
0.023106666666666664,-12.0,6932.0,-1.0
0.6944333333333332,0.0,208330.0,0.0
0.0,-12.0,0.0,-0.5
0.0035444444444444442,-10.5,3828.0,-1.0
0.3316233333333334,15.0,99487.0,1.5
0.06665490196078432,-21.0,67988.0,-2.0
0.22091666666666665,-9.5,26510.0,-1.0
0.16061333333333333,1.5,48184.0,0.0
0.1029529411764706,0.0,105012.0,0.0
0.6618941666666667,8.0,794273.0,1.5
0.1290625,17.0,61950.0,1.5
0.013485897435897436,-7.0,21038.0,-0.5
0.4896702380952381,2.0,411323.0,0.0
0.5344333333333333,0.0,256528.0,0.0
0.002259047619047619,-5.0,4744.0,0.0
0.5783458333333333,0.0,971621.0,0.0
0.38928888888888885,0.0,70072.0,0.0
0.265452380952381,0.0,222980.0,0.0
0.47950583333333335,0.0,575407.0,0.0
0.8484666666666667,0.0,1018160.0,0.0
0.6392468253968254,35.5,805451.0,2.5
0.26628,14.0,79884.0,2.5
0.9033111111111111,20.0,162596.0,2.0
0.01132,0.0,3396.0,0.5
0.002090229885057471,-9.5,3637.0,-1.0
0.612628,4.0,918942.0,0.0
0.4175111111111111,0.0,150304.0,0.0
0.817180303030303,0.0,539339.0,0.0
0.02840990990990991,-21.0,63070.0,-2.0
0.516815,6.0,310089.0,0.5
0.8758351851851852,1.0,472951.0,0.0
0.5711966666666667,0.0,171359.0,0.0
0.11124012345679012,0.0,180209.0,0.0
0.006544444444444444,-10.5,11780.0,-1.0
0.17929,-3.0,53787.0,-0.5
-0.03856333333333333,-12.0,-11569.0,-0.5
3.564814814814815e-05,-8.5,77.0,-0.5
0.5263782051282052,18.5,410575.0,1.5
0.03255,-8.5,15624.0,-1.5
0.7349433333333333,9.0,220483.0,1.5
0.6992833333333333,0.0,83914.0,0.0
0.67408125,4.0,323559.0,0.0
0.08212569444444445,-2.0,118261.0,-1.0
0.26976458333333336,-2.5,129487.0,-0.5
0.193081,0.0,579243.0,0.0
0.6178972222222222,0.0,222443.0,0.0
0.4242,-0.5,50904.0,0.0
0.15391833333333335,10.0,92351.0,1.5
0.07571574074074075,-4.5,163546.0,0.0
0.985485,21.0,1182582.0,2.0
0.07402820512820513,0.5,57742.0,0.0
1.0482666666666667,33.5,125792.0,3.0
0.1901827956989247,0.0,353740.0,0.0
0.36116111111111115,8.0,130018.0,1.0
0.04245740740740741,-11.5,45854.0,-1.0
0.06318425925925926,-2.5,68239.0,-1.0
0.2829,-1.5,84870.0,0.0
0.76253,18.0,228759.0,1.5
0.0017955555555555554,-21.0,1616.0,-2.0
0.8625916666666666,-1.0,103511.0,0.0
0.0021523333333333334,-18.0,6457.0,-2.0
0.6547444444444444,12.0,117854.0,1.5
0.0006944444444444445,-21.0,750.0,-2.0
0.1558,5.0,130872.0,0.0
0.07647142857142857,-8.0,64236.0,-0.5
0.9567972222222223,0.0,688894.0,0.0
0.5568421296296296,0.0,1202779.0,0.0
0.8245083333333334,-5.5,98941.0,-1.0
0.005055,-10.5,3033.0,-1.0
0.007664285714285715,-10.5,9657.0,-1.0
0.81543125,0.0,391407.0,0.0
0.009829292929292929,-12.0,19462.0,-1.0
0.3181659090909091,-3.0,419979.0,0.0
0.001892063492063492,-5.5,2384.0,-0.5
0.8997708333333334,0.0,215945.0,0.0
0.5755722222222223,3.0,103603.0,0.0
0.7102191489361702,18.0,2002818.0,2.0
0.0195,-9.0,3510.0,-1.0
-0.003941666666666666,-12.0,-5676.0,-0.5
0.9808520833333334,6.0,470809.0,1.0
0.6876469696969697,0.0,453847.0,0.0
0.003275268817204301,-12.0,6092.0,-1.0
0.3173912037037037,15.0,685565.0,2.0
1.0128373737373737,0.0,2005418.0,0.0
0.795175,0.0,1431315.0,0.0
0.22774375,0.0,437268.0,0.0
0.8132266666666668,14.5,243968.0,2.0
0.7569627450980393,0.0,772102.0,0.0
0.003992380952380952,-11.0,8384.0,-1.0
0.9038416666666667,0.0,108461.0,0.0
0.6750033333333333,6.0,202501.0,1.0
0.5326,8.0,63912.0,1.5
0.4431,0.0,132930.0,0.0
0.7888,10.0,94656.0,1.5
0.6584933333333333,-6.5,197548.0,0.0
0.7263666666666666,9.0,828058.0,1.0
0.4883166666666667,0.0,175794.0,0.0
0.08719166666666667,-10.5,41852.0,-1.0
0.4442,0.0,399780.0,0.0
0.014388888888888889,-19.5,18130.0,-2.0
0.9119631944444444,0.0,1313227.0,0.0
0.13792142857142858,0.0,115854.0,0.0
0.12343333333333334,6.5,44436.0,1.5
0.8041466666666667,0.0,241244.0,0.0
0.5641133333333334,0.0,169234.0,0.0
0.01355,0.0,14634.0,-1.0
0.0034055555555555558,4.5,613.0,-1.0
0.6657416666666667,-1.0,79889.0,0.0
0.042278,-7.5,63417.0,-0.5
0.32749666666666666,0.0,196498.0,0.0
0.12929545454545455,2.0,256005.0,0.0
0.3929033333333334,0.0,117871.0,0.0
0.8028733333333333,12.0,240862.0,1.5
0.7508888888888889,0.0,135160.0,0.0
0.7517130952380952,0.0,631439.0,0.0
0.35144895833333334,-1.0,337391.0,0.0
0.014179166666666668,-8.0,34030.0,-0.5
0.5785066666666666,0.0,173552.0,0.0
0.03225595238095238,-7.5,27095.0,-0.5
0.08563229166666667,-9.5,82207.0,-1.0
0.10361666666666666,-10.0,62170.0,0.0
0.8556363636363636,6.0,1129440.0,1.0
0.16771601307189543,0.0,513211.0,0.0
0.6740033333333333,0.0,202201.0,0.0
0.06591354166666666,-7.5,63277.0,-1.0
0.03893840579710145,-21.0,53735.0,-2.0
0.07302916666666666,-10.5,35054.0,-1.0
0.007893333333333334,-12.5,7104.0,-1.0
0.8689333333333334,1.0,52136.0,0.0
0.4586935897435897,0.0,357781.0,0.0
0.8665625,0.0,207975.0,0.0
0.24572333333333332,17.5,73717.0,2.5
0.30034833333333333,0.0,180209.0,0.0
0.006130555555555555,0.0,4414.0,0.5
0.0,-12.0,0.0,-0.5
0.0673925,0.0,80871.0,0.0
0.0,-21.0,0.0,-2.0
0.6327452380952381,0.0,265753.0,0.0
0.010159057971014494,-1.5,28039.0,0.5
0.00912,-10.5,2736.0,-1.0
0.70597,0.0,211791.0,0.0
0.402674,0.0,604011.0,0.0
0.03582222222222223,-3.0,6448.0,0.0
0.30036666666666667,-1.5,486594.0,0.0
0.703899074074074,0.0,760211.0,0.0
0.5386366666666667,0.0,323182.0,0.0
0.48370797101449275,0.0,667517.0,0.0
0.16749126984126983,-10.5,211039.0,-1.0
0.2848968253968254,6.0,358970.0,1.0
0.3137041666666667,0.0,828179.0,0.0
0.67273,6.0,403638.0,1.0
0.03895625,0.0,56097.0,0.0
-0.20015416666666666,-10.5,-336259.0,-1.0
0.0,-12.0,0.0,-0.5
0.07206666666666667,24.0,12972.0,2.5
0.9474666666666666,4.0,56848.0,0.0
0.0,-12.0,0.0,-0.5
0.8157983333333333,0.0,978958.0,0.0
0.010784722222222223,-10.5,7765.0,-1.0
0.6813079365079364,0.0,858448.0,0.0
0.16288095238095238,0.0,273640.0,0.0
0.025222222222222222,-5.5,45400.0,-0.5
0.7714183333333333,0.0,462851.0,0.0
0.0,-21.0,0.0,-2.0
0.5143366666666667,0.0,154301.0,0.0
0.8203916666666666,4.0,98447.0,0.0
0.015196666666666667,-7.5,18236.0,-1.0
0.019484848484848487,-21.0,12860.0,-2.0
0.015843,-10.5,47529.0,-1.0
0.002897222222222222,-7.5,5215.0,0.0
0.40479444444444446,24.5,72863.0,2.0
0.1830888888888889,-10.5,65912.0,-1.0
0.00881375,-7.0,21153.0,-0.5
0.7663574074074074,0.0,827666.0,0.0
0.658725,3.0,79047.0,0.0
0.27753916666666667,9.0,333047.0,0.5
0.3241716666666667,0.0,194503.0,0.0
0.4764777777777778,0.0,171532.0,0.0
0.46032878787878784,0.0,303817.0,0.0
0.001298076923076923,-7.0,2025.0,0.0
0.71172,18.0,213516.0,2.5
-1.1111111111111112e-05,-12.0,-12.0,-0.5
0.4717363636363636,12.0,311346.0,1.5
0.4525181372549019,0.0,923137.0,0.0
0.1055,-3.0,31650.0,-0.5
0.04009202898550725,-4.5,55327.0,0.0
0.26639305555555554,0.0,575409.0,0.0
0.1275388888888889,-4.0,160699.0,-0.5
0.002556818181818182,6.0,3375.0,0.5
0.47245,20.0,170082.0,2.0
0.0674343137254902,-16.5,137566.0,-1.5
0.6933944444444444,21.0,624055.0,2.0
0.03949166666666667,1.5,47390.0,0.0
0.08527435897435896,4.0,66514.0,0.0
0.26740555555555556,8.0,96266.0,1.5
0.033328333333333335,-10.5,79988.0,-0.5
0.9728916666666666,0.0,116747.0,0.0
0.8007675438596492,0.0,912875.0,0.0
0.6109615384615384,0.0,953100.0,0.0
0.0004642857142857143,-21.0,390.0,-2.0
0.7802666666666667,0.0,234080.0,0.0
0.023591666666666667,-8.5,16986.0,-1.0
0.0002555555555555556,-21.0,368.0,-2.0
0.06282333333333333,-1.0,18847.0,0.0
0.06389083333333333,-1.5,76669.0,0.5
0.8525944444444444,-2.5,920802.0,0.0
0.6804138888888889,0.0,734847.0,0.0
0.010241666666666666,-11.0,9832.0,-1.0
0.032038333333333335,-7.5,19223.0,-1.0
0.91153,0.0,273459.0,0.0
0.9999095238095239,0.0,839924.0,0.0
0.6549444444444444,0.0,117890.0,0.0
0.16033703703703706,-2.5,86582.0,0.0
-0.022329166666666664,-8.0,-26795.0,-0.5
0.0,-12.0,0.0,-0.5
0.6315666666666667,0.0,303152.0,0.0
0.36405333333333334,16.0,109216.0,2.0
0.1641462962962963,-3.0,177278.0,-0.5
0.5034305555555555,0.0,724940.0,0.0
0.4748074561403509,0.0,1082561.0,0.0
0.7388727272727272,0.0,487656.0,0.0
0.08826089743589743,-10.5,137687.0,-1.0
0.975551,23.5,2926653.0,3.5
0.22724895833333336,0.0,436318.0,0.0
0.82953,23.5,248859.0,3.5
0.0068151515151515145,-5.5,4498.0,-0.5
0.002401449275362319,-21.0,3314.0,-2.0
0.007898989898989899,-6.0,15640.0,0.0
0.7276733333333333,0.0,218302.0,0.0
0.24586666666666665,9.0,14752.0,0.5
0.0,-12.0,0.0,-0.5
0.7777583333333333,14.0,93331.0,2.5
0.07735,1.0,83538.0,2.0
0.06404166666666666,-10.5,61480.0,-1.0
0.46995555555555557,6.0,253776.0,0.0
0.7841111111111111,0.0,141140.0,0.0
0.7742462962962964,0.0,836186.0,0.0
0.7015111111111111,0.0,126272.0,0.0
0.7347666666666667,9.0,132258.0,1.5
0.0536,-6.0,45024.0,-0.5
0.25989285714285715,0.0,327465.0,0.0
0.2798366666666667,0.0,83951.0,0.0
0.6056141025641025,0.0,472379.0,0.0
0.05465666666666667,15.0,16397.0,2.0
0.6409440476190477,0.0,538393.0,0.0
0.028796078431372548,0.0,29372.0,-0.5
0.22343958333333336,-1.0,107251.0,0.0
0.7079081300813007,0.0,1741454.0,0.0
0.16666666666666669,-7.5,80000.0,0.0
0.86705,3.0,416184.0,-0.5
1.048998888888889,0.0,944099.0,0.0
0.0016576923076923077,-8.0,2586.0,-1.0
0.0,-12.0,0.0,-0.5
0.10413928571428571,0.5,174954.0,0.0
0.27066344086021504,0.0,503434.0,0.0
0.1409154761904762,0.0,118369.0,0.0
0.029166666666666667,-13.5,63000.0,-1.0
1.0218392857142857,0.0,858345.0,0.0
0.401305,0.0,240783.0,0.0
0.004933333333333333,-21.0,1480.0,-2.0
0.4502055555555556,0.0,567259.0,0.0
0.9774972222222222,21.0,703798.0,2.0
0.46312986111111115,-0.5,666907.0,0.0
0.5139083333333333,0.0,185007.0,0.0
0.007886666666666667,-9.0,7098.0,-1.0
0.897461111111111,0.0,161543.0,0.0
1.0154322916666667,21.0,974815.0,2.0
0.07675666666666667,-21.0,92108.0,-2.0
0.06648472222222222,-6.0,47869.0,0.0
0.8221526666666666,8.0,2466458.0,1.5
0.1901640625,0.0,365115.0,0.0
0.6212690476190477,0.0,1043732.0,0.0
0.5156361111111112,18.0,185629.0,1.5
0.00021416666666666668,-13.0,257.0,-1.0
0.008405797101449276,-7.0,11600.0,-0.5
0.046617391304347826,8.0,64332.0,1.5
0.10155868055555554,-21.0,292489.0,-2.0
0.09166666666666666,-13.5,27500.0,-1.0
0.019405,-21.0,23286.0,-2.0
0.34898,1.0,104694.0,0.0
0.60139,0.0,180417.0,0.0
0.0,-12.0,0.0,-0.5
0.9258944444444444,7.0,166661.0,1.0
0.3644909090909091,0.0,962256.0,0.0
0.01285,-10.5,17733.0,-1.0
0.5116275,15.0,613953.0,2.0
0.4030683673469388,0.0,1185021.0,0.0
0.0234625,-15.5,11262.0,-1.0
0.6586916666666667,18.0,79043.0,2.0
0.0013656862745098038,-9.5,1393.0,-1.0
0.6985738095238095,0.0,293401.0,0.0
0.6052642857142857,0.0,762633.0,0.0
0.8611277777777778,0.0,465009.0,0.0
0.7576371794871795,0.0,1772871.0,0.0
0.4610484848484849,0.0,304292.0,0.0
0.28567816091954024,0.0,994160.0,0.0
0.01698888888888889,-5.5,36696.0,0.0
0.8393956790123457,18.0,1359821.0,1.5
0.04075555555555556,-9.5,14672.0,-1.0
0.5568030303030304,0.0,367490.0,0.0
0.7839733333333333,0.0,235192.0,0.0
0.7064541666666667,0.0,339098.0,0.0
0.09341333333333333,-9.0,28024.0,-1.0
0.8851,3.0,531060.0,0.0
0.022983333333333335,-7.0,4137.0,-0.5
0.609015,0.0,730818.0,0.0
0.9069756944444444,0.0,1306045.0,0.0
0.12171818181818182,0.0,160668.0,0.0
0.6262135416666667,0.0,601165.0,0.0
0.07754351851851853,-8.0,83747.0,-1.0
0.14195583333333334,0.0,170347.0,0.0
0.5491261904761905,3.0,461266.0,0.0
0.0,-12.0,0.0,-0.5
0.7551505555555555,11.0,2718542.0,2.0
0.5999544871794872,-1.5,935929.0,0.0
0.1351375,-10.0,162165.0,0.0
0.6908041666666667,0.0,331586.0,0.0
0.5206666666666667,-0.5,124960.0,0.0
0.5640487179487179,18.0,439958.0,1.5
0.33068666666666663,-4.0,99206.0,-0.5
0.03531304347826087,-10.5,48732.0,-1.0
0.3728261904761905,-0.5,156587.0,0.0
0.7763851851851853,0.0,838496.0,0.0
0.05861875,-10.5,28137.0,-1.0
0.14287528735632185,-2.5,248603.0,0.0
0.40934565217391305,0.0,564897.0,0.0
0.002099019607843137,-8.0,2141.0,-0.5
0.8772492753623189,-3.0,1210604.0,-0.5
0.9001371212121212,0.0,1188181.0,0.0
0.10351956521739131,0.0,142857.0,0.0
0.10029366666666667,-1.5,300881.0,0.0
0.036057407407407406,-10.5,19471.0,-1.0
0.7967649572649572,0.0,1864430.0,0.0
0.6742254166666667,0.0,1618141.0,0.0
0.010706481481481482,-10.5,11563.0,-1.0
0.53345,13.0,192042.0,1.5
0.026680555555555555,-10.5,19210.0,-1.0
0.46571666666666667,0.0,167658.0,0.0
0.65306,0.0,195918.0,0.0
0.9061857142857143,3.0,380598.0,0.0
0.000917,-2.5,2751.0,0.5
0.0,-21.0,0.0,-2.0
0.18321333333333334,0.0,274820.0,0.0
0.9910559523809525,10.0,832487.0,0.0
0.4041047619047619,0.0,169724.0,0.0
0.7627222222222222,18.0,411870.0,1.5
0.016996666666666667,-10.5,10198.0,-1.0
0.7843850877192982,0.0,894199.0,0.0
0.038139855072463764,-10.5,52633.0,-1.0
0.28969947916666666,0.0,556223.0,0.0
0.003048484848484848,-9.0,4024.0,-1.0
0.024352564102564103,-10.5,37990.0,-1.0
0.0010611111111111112,-21.0,573.0,-2.0
0.80115,20.0,144207.0,2.0
0.42823076923076925,3.0,668040.0,0.0
0.04532156862745098,-6.5,46228.0,0.0
0.12286666666666668,0.0,58976.0,0.0
0.0077866666666666666,-10.5,2336.0,-1.0
0.9972083333333333,0.0,1196650.0,0.0
1.0324333333333333,4.0,123892.0,0.0
0.0012126666666666668,-12.5,1819.0,-1.0
0.95535,5.0,114642.0,0.0
0.7691722222222223,3.0,138451.0,0.0
0.30137037037037034,18.0,162740.0,1.5
0.9051963768115941,0.0,1249171.0,0.0
0.13720128205128207,0.0,107017.0,0.0
0.0,-21.0,0.0,-2.0
0.0033333333333333335,-10.5,3200.0,-1.0
0.25385766666666665,-8.0,761573.0,-1.0
0.20929814814814812,1.0,226042.0,0.0
0.15796875,1.0,75825.0,0.0
0.01573611111111111,-13.0,11330.0,-1.0
0.008351282051282051,-9.0,6514.0,-1.0
0.002,-10.5,1440.0,-1.0
0.061236574074074075,-10.5,132271.0,-1.0
0.6308633333333333,21.0,189259.0,2.0
0.8633916666666666,4.0,103607.0,0.0
0.7867566666666667,-2.0,472054.0,0.0
0.9883714285714286,0.0,415116.0,0.0
0.36329333333333336,0.0,108988.0,0.0
0.9878333333333333,8.0,59270.0,1.5
0.3591551724137931,0.0,624930.0,0.0
0.6133444444444444,0.0,110402.0,0.0
0.09655934959349594,0.5,237536.0,0.0
0.1966662037037037,-8.0,424799.0,-1.0
0.596997619047619,0.0,501478.0,0.0
0.33959761904761904,0.0,427893.0,0.0
0.015225,-10.5,20097.0,-1.0
0.9683416666666667,9.0,116201.0,1.5
0.2634274193548387,11.0,979950.0,2.0
0.0019652777777777776,-10.5,4245.0,-0.5
0.43845,0.0,52614.0,-1.0
0.43165666666666663,0.0,129497.0,0.0
0.72778,0.0,218334.0,0.0
0.6159166666666667,9.0,36955.0,0.0
0.5944083333333333,14.5,356645.0,1.0
0.03741,-21.0,11223.0,-2.0
0.0483,-8.0,17388.0,-1.0
0.6026439393939393,0.0,1590980.0,0.0
0.585225,0.0,421362.0,0.0
0.025803333333333334,-4.5,7741.0,0.0
0.8735348484848484,18.0,576533.0,1.5
0.0007391666666666667,-14.0,887.0,-1.0
0.0003533333333333333,-11.5,318.0,-0.5
0.9423888888888889,20.5,169630.0,2.5
0.2743933333333333,-1.5,164636.0,0.0
0.027075,-5.0,58482.0,-0.5
0.12148034188034189,0.0,284264.0,0.0
-0.00039772727272727274,-12.0,-525.0,-0.5
0.0,-21.0,0.0,-2.0
0.045982608695652176,-5.5,63456.0,-1.0
0.34221527777777777,0.0,246395.0,0.0
0.06284333333333333,9.0,37706.0,0.0
0.06325614035087719,-10.5,72112.0,-1.0
0.7306366666666667,0.0,219191.0,0.0
0.004423611111111112,-7.5,6370.0,0.0
0.931325,-21.0,223518.0,-2.0
0.031357142857142854,-3.5,118530.0,0.0
0.013696875,-21.0,13149.0,-2.0
0.7015424242424243,10.0,463018.0,0.0
0.29689166666666666,-6.0,35627.0,0.0
0.28773333333333334,0.0,362544.0,0.0
0.035508024691358026,-8.5,57523.0,-1.0
0.0021699074074074073,-21.0,4687.0,-2.0
0.026808333333333333,-10.5,9651.0,-1.0
0.22111435185185185,-3.0,477607.0,-0.5
0.004095299145299145,16.5,9583.0,2.0
0.02508866666666667,-21.0,37633.0,-2.0
0.19905925925925924,0.0,107492.0,0.0
0.017550462962962962,-10.5,37909.0,-1.0
0.51771,0.0,155313.0,0.0
0.015096913580246913,-6.0,24457.0,0.0
0.07798166666666667,-4.5,93578.0,0.0
0.6491166666666667,0.0,194735.0,0.0
0.012306666666666665,-13.0,25844.0,-1.0
0.014633333333333335,-12.0,14048.0,-1.5
0.054420833333333335,-10.5,26122.0,-1.0
0.932735632183908,6.0,1622960.0,1.0
0.08865432098765433,-7.5,143620.0,-1.0
0.1150625,-7.5,55230.0,-1.0
0.12975,0.0,38925.0,0.0
0.13679444444444444,-14.0,24623.0,-1.5
0.004333333333333333,-7.5,780.0,0.0
0.3624777777777778,-3.0,195738.0,-0.5
0.07038854166666667,-10.5,67573.0,-1.0
0.8547125,0.0,410262.0,0.0
0.8167566666666667,0.0,245027.0,0.0
0.8254583333333334,1.0,99055.0,0.0
0.0,-12.0,0.0,-0.5
0.05349920634920635,-4.5,67409.0,-1.0
0.6859358974358974,0.0,535030.0,0.0
0.12444615384615385,-7.0,194136.0,-1.0
0.1842855072463768,-1.5,254314.0,0.0
0.5336895833333333,0.0,512342.0,0.0
0.25687,0.0,77061.0,0.0
0.54475,0.0,261480.0,0.0
0.540290909090909,0.0,356592.0,0.0
0.688425,0.0,826110.0,0.0
0.7143458333333333,0.0,1542987.0,0.0
0.0,-12.0,0.0,-0.5
0.8111770833333333,6.0,389365.0,1.0
0.04431444444444445,-3.0,79766.0,-1.0
0.07993440860215054,0.0,148678.0,0.0
0.018166666666666668,-10.5,3270.0,-1.0
0.1011578431372549,0.0,103181.0,0.0
0.20543809523809523,16.0,172568.0,2.0
0.0,-12.0,0.0,-0.5
0.47351,18.0,142053.0,1.5
0.11474333333333334,-1.0,34423.0,0.0
0.35730151515151515,2.0,235819.0,0.0
0.011485925925925927,-21.0,31012.0,-2.0
0.0020925,-10.5,2511.0,-1.0
0.11729924242424242,-5.0,154835.0,0.0
0.0027453703703703707,-9.5,5930.0,0.0
0.9273166666666667,0.0,278195.0,0.0
0.7329833333333333,11.0,175916.0,2.0
0.6296184210526315,18.0,717765.0,1.5
0.13307666666666668,0.0,119769.0,0.0
0.0004958333333333334,-10.5,595.0,-0.5
0.42163518518518517,0.0,683049.0,0.0
0.7472361111111111,0.0,269005.0,0.0
0.3698741666666666,0.0,443849.0,0.0
0.22745,0.0,204705.0,0.0
0.0020092592592592592,-10.5,2170.0,-1.0
0.01411851851851852,-10.0,7624.0,0.0
0.0003273148148148148,-10.5,707.0,-0.5
0.0009092592592592592,-15.5,491.0,-1.0
0.7435,2.0,89220.0,0.0
0.7590380952380952,0.0,318796.0,0.0
0.0028695652173913043,-10.5,3960.0,-1.0
0.9770166666666666,0.0,175863.0,0.0
0.029655833333333336,-10.5,35587.0,-1.0
0.0024,-15.5,1440.0,-1.0
0.6053033333333333,1.0,181591.0,0.0
0.37531666666666663,-1.0,45038.0,0.0
0.0,-21.0,0.0,-2.0
0.29259848484848483,0.0,193115.0,0.0
0.008383333333333333,-11.0,1006.0,-1.0
